"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1251","@n1ghtw0lfy tau tuh lg knapa ya @Telkomsel",FALSE,0,"n1ghtw0lfy",2019-10-19 08:52:13,FALSE,"1185478539602083840","1185478750638497792","1008061390018367489","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adorabrle",0,FALSE,FALSE,NA,NA
"1252","@TriDarmawan22 Kejadian. Kirim via link DM berikut agar privasi terjaga dan dpt dibantu cek ya Kak. Tks -Gea https://t.co/TQOtR8EsXb  (3/3)",FALSE,0,"TriDarmawan22",2019-10-19 08:52:10,FALSE,"1185477820715126784","1185478737166340097","3158502174","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1253","@TriDarmawan22 sampai level RT/RW dan patokan),
3. Kondisi lambat/Speed aksesnya,
4. Jaringan (keterangan sinyal) y… https://t.co/cgxtSOrwmF",FALSE,0,"TriDarmawan22",2019-10-19 08:52:10,TRUE,"1185477820715126784","1185478735329288193","3158502174","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1254","@TriDarmawan22 Hai, Kak Tri. Maaf ketidaknyamanannya Kak. Terkait keluhan akses internet lambat. Mohon infokan data… https://t.co/8Gtey7tCiE",FALSE,0,"TriDarmawan22",2019-10-19 08:52:09,TRUE,"1185477820715126784","1185478732384854017","3158502174","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1255","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:49:38,FALSE,NA,"1185478098868850688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sweetiebity23",185,TRUE,FALSE,NA,NA
"1256","@Telkomsel min ini juga kenapa gabisa ya :( https://t.co/IAoFextSV5",FALSE,0,"Telkomsel",2019-10-19 08:49:32,FALSE,NA,"1185478074529222657","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luffla",0,FALSE,FALSE,NA,NA
"1257","@artefuc Wow rt ke 777. Wish me luck. Pov telkomsel. Bismillah . Tq kak GA nya semoga lancar rezeki",FALSE,0,"artefuc",2019-10-19 08:47:50,FALSE,"1185454459494649856","1185477644365615107","1009813525164797952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peach_altha96",0,FALSE,FALSE,NA,NA
"1258","Telkomsel Tidak akan Pernah Ada Tanpa Habibie https://t.co/esCaU5MviD",FALSE,0,NA,2019-10-19 08:47:32,FALSE,NA,"1185477569279418368",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","akuratco",0,FALSE,FALSE,NA,NA
"1259","@fllsnjeff telkomsel

sehat terus ya❤ semoga hasil tesnya baik2 aja aminnn🙏",FALSE,0,"fllsnjeff",2019-10-19 08:47:04,FALSE,"1185460717278777344","1185477453784895488","1090055694164779008","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","squirtlips",0,FALSE,FALSE,NA,NA
"1260","@simPATI Wih ""MANTAF JIWA "" Telkomsel ngbutt",FALSE,0,"simPATI",2019-10-19 08:45:13,FALSE,"1184386817308520448","1185476987768328192","260043508","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AriHida64239317",0,FALSE,FALSE,NA,NA
"1261","@adh_1 Baik, Kak Adhi. Saat ini rekan mimin di DM sedang melakukan pengecekkan terlebih dahulu, mohon ditunggu inte… https://t.co/X5kyGBewrD",FALSE,0,"adh_1",2019-10-19 08:44:42,TRUE,"1185476094985551874","1185476856243376128","350162646","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1262","@AriHida64239317 Sore, Kak Ari. Makasih ya atas feedback yang diberikan. Selalu setia menggunakan produk dan layana… https://t.co/EPol9Eu8oN",FALSE,0,"AriHida64239317",2019-10-19 08:44:19,TRUE,"1185476240938954752","1185476760143462400","1185473698318258179","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1263","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:43:08,FALSE,NA,"1185476461769056257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ridhaaa92",185,TRUE,FALSE,NA,NA
"1264","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:42:54,FALSE,NA,"1185476403023634432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlexHrw",185,TRUE,FALSE,NA,NA
"1265","@Telkomsel Paket Driver Grab, Telkomsel ""MANTAF JIWA"" Jaringan Ngebut, Orderan masuk jadi lancarr 😍😍😍",FALSE,0,"Telkomsel",2019-10-19 08:42:15,FALSE,"1185075713860231168","1185476240938954752","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AriHida64239317",0,FALSE,FALSE,NA,NA
"1266","@Telkomsel TERSERAH !!!
Tp yg pasti : sy TIDAK AKAN BAYAR tagihan sebelum reward kuota 2GB diterima.",FALSE,0,"Telkomsel",2019-10-19 08:41:40,FALSE,"1185475639165382658","1185476094985551874","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adh_1",0,FALSE,FALSE,NA,NA
"1267","RT @stayeverafter: 🌸Giveaway grabfood chatime, novel, dan pulsa 20k (khusus pengguna telkomsel) untuk 3 pemenang🌸

Syarat:
-Rt + like + fol…",FALSE,0,NA,2019-10-19 08:40:12,FALSE,NA,"1185475722636222465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xtaaaee",485,TRUE,FALSE,NA,NA
"1268","@adh_1 Selamat sore, Kak Adhi. Mohon maaf atas ketidaknyaman yang dialami. Mimin cek melalui DM sudah ada rekan mim… https://t.co/zZZ2I3pocE",FALSE,0,"adh_1",2019-10-19 08:39:52,TRUE,"1185472038426669056","1185475639165382658","350162646","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1269","@bucinnyachenle Telkomsel
Terima kasih sudah ngadain GA Semoga Kaka lancaaaaar rejekinya, lancaaaaar jualannya dan sehat selalu",FALSE,0,"bucinnyachenle",2019-10-19 08:39:40,FALSE,"1185371314674003968","1185475590511398912","871046127130247168","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","luaysyhab",0,FALSE,FALSE,NA,NA
"1270","@bramsky4 Hai, Kak Bramantio. Maaf atas kendala jaringan yang dialami. Silakan infokan nomor HP melalui DM agar dib… https://t.co/xU8NkBhUEV",FALSE,0,"bramsky4",2019-10-19 08:39:27,TRUE,"1185474149885440000","1185475534030946304","1115826010329624576","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1271","@desatura link DM berikut agar privasi terjaga dan dpt dibantu cek ya Kak. Tks -Gea https://t.co/TQOtR8EsXb  (3/3)",FALSE,0,"desatura",2019-10-19 08:39:00,FALSE,"1185473527077470208","1185475422584070145","195164494","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1272","@desatura berapa) atau luar gedung (alamat detail sampai level RT/RW dan patokan)
3. Notifikasi Gagal Panggilan
4.… https://t.co/jOmrFQjOzk",FALSE,0,"desatura",2019-10-19 08:39:00,TRUE,"1185473527077470208","1185475421137096707","195164494","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1273","@desatura Hai, Kak Aldo. Maaf ketidaknyamanannya Kak. Terkait kendala Kakak tidak aktif untuk kartunya dan tidak da… https://t.co/EikpmvBCNK",FALSE,0,"desatura",2019-10-19 08:38:59,TRUE,"1185473527077470208","1185475419547398144","195164494","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1274","@shwhendri WKWKWKWK
""wes kene tetring nang aku"" kata2 andalanku
apakah pemakai telkomsel kuota dan pulsa dan masa a… https://t.co/qBmZtOCmUg",FALSE,0,"shwhendri",2019-10-19 08:38:24,TRUE,"1185472055065493504","1185475270637019136","41388549","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rdindae",0,FALSE,FALSE,NA,NA
"1275","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:38:09,FALSE,NA,"1185475209001783302",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cechangiya",185,TRUE,FALSE,NA,NA
"1276","@Telkomsel Mantaf jiwa",FALSE,0,"Telkomsel",2019-10-19 08:37:43,FALSE,"1185037241833287680","1185475101824651265","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AriHida64239317",0,FALSE,FALSE,NA,NA
"1277","Telkomsel gopok banget anjir",FALSE,0,NA,2019-10-19 08:35:39,FALSE,NA,"1185474580921516032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tysprhst_",0,FALSE,FALSE,NA,NA
"1278","@irvanrachmat_ Baik, Kak Irvan. Mohon tunggu interaksi selanjutnya via DM ya. Tks :) -Gaby",FALSE,0,"irvanrachmat_",2019-10-19 08:34:45,FALSE,"1185474081983889413","1185474354018050049","1046751243060699136","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1279","RT @berkahlangitram: GA pulsa telkomsel 25k utk 1 pemenang
Rt dan follow
Diumumkan kl rame
Flop gpp",FALSE,0,NA,2019-10-19 08:34:40,FALSE,NA,"1185474333151379456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","PutraZachary2",83,TRUE,FALSE,NA,NA
"1280","@ellyeahbaby @infomalang Daerah mana mbak? Tempatku paling turun ke 3G aja sih beberapa kali. Coba sampaikan keluh kesahnya ke @Telkomsel",FALSE,0,"ellyeahbaby",2019-10-19 08:34:34,FALSE,"1185455703227420672","1185474306685321217","104674319","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bucay_16",0,FALSE,FALSE,NA,NA
"1281","PEMBAYARAN MELALUI

OVO / GOPAY / PULSA TELKOMSEL

SEMUA TANPA RATE !!!",FALSE,0,NA,2019-10-19 08:34:13,FALSE,NA,"1185474218600742913",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","aintwony",0,FALSE,FALSE,NA,NA
"1282","Hi @Telkomsel tolong perbaiki sinyalnya di pim2. Ini parah bgt https://t.co/SeyFmDVFZr",FALSE,0,NA,2019-10-19 08:33:57,FALSE,NA,"1185474149885440000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bramsky4",0,FALSE,FALSE,NA,NA
"1283","@jumeong @cherryscha Telkomsel
Yukyakyuk mutualan https://t.co/z5MlRwVt28",FALSE,1,"jumeong",2019-10-19 08:32:57,FALSE,"1185463923182432257","1185473899510648832","938938678155415552","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SJ_JB14",1,FALSE,FALSE,NA,NA
"1284","@DHaniyansa seperti 3G, saat jaringan nya pindah kalo tidak ada kuota reguler, maka untuk akses internet nya akan d… https://t.co/AhtwH8eolF",FALSE,0,"DHaniyansa",2019-10-19 08:32:43,TRUE,"1185472817573187591","1185473841331486720","1168513550576340993","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1285","@DHaniyansa kuota 4G, jika tersedia silakan pilih jaringan yang 4G saja (di lock di 4G) karena jika dipilih mode ja… https://t.co/N8DRWfGfNg",FALSE,0,"DHaniyansa",2019-10-19 08:32:43,TRUE,"1185472817573187591","1185473839821512705","1168513550576340993","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1286","@DHaniyansa Hai, Kak Daniel. Maaf jadi ga nyaman ya. Untuk kendala akses internet terpotong pulsa utama, Mimin cek… https://t.co/K7btaUKULl",FALSE,0,"DHaniyansa",2019-10-19 08:32:42,TRUE,"1185472817573187591","1185473838248628224","1168513550576340993","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1287","Telkomsel yang sinyalnya jelek atau aplikasi wa nya yg ngelag?",FALSE,0,NA,2019-10-19 08:32:33,FALSE,NA,"1185473799640076288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Elena89728938",0,FALSE,FALSE,NA,NA
"1288","Peran BJ Habibie begitu besar pada dunia teknologi di Tanah Air. Sampai-sampai tanpa campur tangannya, maka tidak a… https://t.co/7tbXlIIVoC",FALSE,10,NA,2019-10-19 08:31:43,TRUE,NA,"1185473591476928512",NA,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox Social</a>","detikinet",7,FALSE,FALSE,NA,NA
"1289","@Telkomsel kemarin sore saya melakukan pergantian kartu dari kartu lama ke 4G di grapari tugu tani jakarta, tapi se… https://t.co/fmhckFClKQ",FALSE,0,"Telkomsel",2019-10-19 08:31:28,TRUE,NA,"1185473527077470208","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","desatura",0,FALSE,FALSE,NA,NA
"1290","@saiyan9999 Baik, Kak. Mohon berkenan menunggu interaksi selanjutnya lewat DM ya. Makasih :) -Arion",FALSE,0,"saiyan9999",2019-10-19 08:31:14,FALSE,"1185473076890193920","1185473467052773376","1063097597437501441","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1291","@irvanrachmat_ mulai berkendala, dan
3. Tipe HP. Makasih :) -Arga
https://t.co/TQOtR8EsXb (2/2)",FALSE,0,"irvanrachmat_",2019-10-19 08:30:35,FALSE,"1185472537297211395","1185473302757666816","1046751243060699136","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1292","@irvanrachmat_ Hai, Kak Irvan. Maaf ya udah bikin ga nyaman, perihal internet lambat apakah benar di nomor 08131223… https://t.co/YnOhDl9S9Q",FALSE,0,"irvanrachmat_",2019-10-19 08:30:34,TRUE,"1185472537297211395","1185473301314801664","1046751243060699136","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1293","@artefuc Bismilla semoga aku
Telkomsel",FALSE,0,"artefuc",2019-10-19 08:29:49,FALSE,"1185454459494649856","1185473113401638912","1009813525164797952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","urfav_sin",0,FALSE,FALSE,NA,NA
"1294","@Redzka Hai, Kak Rezka. Silakan infokan detail pertanyaan yang dimaksud agar dibantu cek lebih lanjut. Makasih :) -Lina",FALSE,0,"Redzka",2019-10-19 08:29:49,FALSE,"1185470670014017536","1185473110360805377","100371692","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1295","@Telkomsel Cek DM lagi min. nomor saya tidak aktif! tidak terbaca no sim",FALSE,0,"Telkomsel",2019-10-19 08:29:41,FALSE,"1185472737743032320","1185473076890193920","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saiyan9999",0,FALSE,FALSE,NA,NA
"1296","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:29:23,FALSE,NA,"1185473004622344194",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CandraEP1",185,TRUE,FALSE,NA,NA
"1297","RT @berkahlangitram: GA pulsa telkomsel 25k utk 1 pemenang
Rt dan follow
Diumumkan kl rame
Flop gpp",FALSE,0,NA,2019-10-19 08:29:12,FALSE,NA,"1185472956912156672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jujiyooo",83,TRUE,FALSE,NA,NA
"1298","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:28:43,FALSE,NA,"1185472836057489410",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErmaKurniawati6",185,TRUE,FALSE,NA,NA
"1299","@Telkomsel hai telkomsel, kenapa pulsa saya dipotong dengan keadaan saya memiliki pajet data 4G. Dan dalam keadaan… https://t.co/e4ZR5b29E2",FALSE,0,"Telkomsel",2019-10-19 08:28:39,TRUE,NA,"1185472817573187591","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DHaniyansa",0,FALSE,FALSE,NA,NA
"1300","@jimmy7sky Baik, Kak Jimmy. Silakan untuk infokan data sebelumnya via DM ya, agar rekan mimin dapat bantu cek lebih… https://t.co/MY0mejrrlc",FALSE,0,"jimmy7sky",2019-10-19 08:28:20,TRUE,"1185472094504513537","1185472737743032320","1622959543","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1301","kemana hilangnya promo telkomsel yg 15gb cuman 75 woy",FALSE,0,NA,2019-10-19 08:28:16,FALSE,NA,"1185472720340803584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fafalalah",0,FALSE,FALSE,NA,NA
"1302","Aku terlalu axis buat kamu yang telkomsel",FALSE,0,NA,2019-10-19 08:27:14,FALSE,NA,"1185472460772147200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MegaHanisa",0,FALSE,FALSE,NA,NA
"1303","@kariispecial Hai, Kak. Mohon berkenan menunggu interaksi selanjutnya via DM ya. Makasih :) -Arga",FALSE,0,"kariispecial",2019-10-19 08:26:18,FALSE,"1185471920818405377","1185472226214105088","928161274856214529","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1304","Kenapa pake telkomsel boros gini ya 🤦‍♀",FALSE,0,NA,2019-10-19 08:25:56,FALSE,NA,"1185472133490606080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MayaFatias",0,FALSE,FALSE,NA,NA
"1305","@Telkomsel 1. Benar.",FALSE,0,"Telkomsel",2019-10-19 08:25:46,FALSE,"1185444826335985665","1185472094504513537","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jimmy7sky",0,FALSE,FALSE,NA,NA
"1306","Memang 👎 pelayanan @Telkomsel 
Dr tgl 28 Sept sampai tgl 19 Okt jam 15.00, reward kuota 2GB blm jg diterima. Hr ini… https://t.co/7F3jWSttmE",FALSE,0,NA,2019-10-19 08:25:33,TRUE,NA,"1185472038426669056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adh_1",0,FALSE,FALSE,NA,NA
"1307","@Telkomsel udah kaka, cek dm ya",FALSE,0,"Telkomsel",2019-10-19 08:25:05,FALSE,"1185471569675468800","1185471920818405377","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kariispecial",0,FALSE,FALSE,NA,NA
"1308","RT @berkahlangitram: GA pulsa telkomsel 25k utk 1 pemenang
Rt dan follow
Diumumkan kl rame
Flop gpp",FALSE,0,NA,2019-10-19 08:24:37,FALSE,NA,"1185471803189149696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","salsabillaachm3",83,TRUE,FALSE,NA,NA
"1309","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:24:34,FALSE,NA,"1185471789259837440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Martha_PVK",185,TRUE,FALSE,NA,NA
"1310","@EkaMulyaM Hai, Kak Eka. Terkait kendala tidak bisa aktivasi paket, silakan infokan data berikut ini:
1. Nomor,
2.… https://t.co/d5g6dDHKU7",FALSE,0,"EkaMulyaM",2019-10-19 08:24:22,TRUE,"1185469988225708035","1185471741696438272","631183959","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1311","@Telkomsel ""Bersifat sementara""...

Sedari 27 Januari 2016? Rasanya sudah terlalu lama, wahai Bung dan Nona...

Tap… https://t.co/vuXumQAyvn",FALSE,0,"Telkomsel",2019-10-19 08:23:46,TRUE,"1185389701198315526","1185471589598420992","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bawonot",0,FALSE,FALSE,NA,NA
"1312","@kariispecial Hai, Kak. Maaf jadi ga nyaman ya. Untuk kendala tidak bisa Top up kuota, yuk diinfokan nomor nya via… https://t.co/7PyxlOE55w",FALSE,0,"kariispecial",2019-10-19 08:23:41,TRUE,"1185468690579386368","1185471569675468800","928161274856214529","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1313","Sungguh nasib.. Telkomsel ilang sinyal, Indosat lelet sekali 😢😥 dan hanya dua provider itu yang ada sinyal di sini..",FALSE,0,NA,2019-10-19 08:23:38,FALSE,NA,"1185471556811575297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mywiwid",0,FALSE,FALSE,NA,NA
"1314","@kariispecial Hai, Kak. Mohon berkenan menunggu interaksi selanjutnya via DM yaa. Makasih :) -Arga",FALSE,0,"kariispecial",2019-10-19 08:23:31,FALSE,"1185471351894593536","1185471527803711489","928161274856214529","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1315","@EkaMulyaM Baik, Kak Eka. Makasih loh udah tetap menggunakan produk dan layanan Telkomsel. Jika ada hal lain yang d… https://t.co/v5nZTVvITP",FALSE,0,"EkaMulyaM",2019-10-19 08:23:17,TRUE,"1185470792953298944","1185471469314117632","631183959","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1316","@Telkomsel udah didm ga dibalesss 😭😭😭 kasian customer pulsa saya",FALSE,0,"Telkomsel",2019-10-19 08:22:49,FALSE,"1185471218771582982","1185471351894593536","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kariispecial",0,FALSE,FALSE,NA,NA
"1317","@kariispecial Baik, Kak. Mohon tunggu interaksi selanjutnya via DM ya. Tks :) -Gaby",FALSE,0,"kariispecial",2019-10-19 08:22:18,FALSE,"1185470571066220544","1185471218771582982","928161274856214529","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1318","@artefuc telkomsel ya Allah pen pulsa😭",FALSE,0,"artefuc",2019-10-19 08:21:04,FALSE,"1185454459494649856","1185470910435774465","1009813525164797952","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","clairevdwll",0,FALSE,FALSE,NA,NA
"1319","@vrvnc1009 Baik, Kak Veronica. Makasih udah tetap menggunakan produk dan layanan Telkomsel. Jika ada hal lain yang… https://t.co/jUKPyWWokf",FALSE,0,"vrvnc1009",2019-10-19 08:20:55,TRUE,"1185470516951339014","1185470873563648000","1184706170021240832","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
"1320","RT @berkahlangitram: GA pulsa telkomsel 25k utk 1 pemenang
Rt dan follow
Diumumkan kl rame
Flop gpp",FALSE,0,NA,2019-10-19 08:20:39,FALSE,NA,"1185470806739976192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irliants",83,TRUE,FALSE,NA,NA
"1321","@Telkomsel Udah bisa kak, thanks",FALSE,0,"Telkomsel",2019-10-19 08:20:36,FALSE,"1185468323296735232","1185470792953298944","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EkaMulyaM",0,FALSE,FALSE,NA,NA
"1322","@Telkomsel hi apakah telkomsel menthrottle pemakaian apple music?",FALSE,0,"Telkomsel",2019-10-19 08:20:07,FALSE,NA,"1185470670014017536","255409050","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Redzka",0,FALSE,FALSE,NA,NA
"1323","RT @TelkomIndonesia: Ketika ada seseorang menghina, itu adalah sebuah pujian bahwa selama ini mereka menghabiskan banyak waktu untuk memiki…",FALSE,0,NA,2019-10-19 08:19:57,FALSE,NA,"1185470627328561152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shelishiny",185,TRUE,FALSE,NA,NA
"1324","@Telkomsel KAK KENAPA AKU GA DIRESPON???????",FALSE,0,"Telkomsel",2019-10-19 08:19:43,FALSE,NA,"1185470571066220544","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kariispecial",0,FALSE,FALSE,NA,NA
"1325","@Telkomsel @EkaMulyaM Done Kakak. Tq",FALSE,0,"Telkomsel",2019-10-19 08:19:30,FALSE,"1185468323296735232","1185470516951339014","255409050","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vrvnc1009",0,FALSE,FALSE,NA,NA
"1326","@vrvnc1009 Hai, Kak Veronica. Mohon maaf terkait tidak bisa aktivasi paket via aplikasi MyTelkomsel. Infokan data b… https://t.co/DXPueUMMRZ",FALSE,0,"vrvnc1009",2019-10-19 08:19:09,TRUE,"1185469346362953729","1185470426421415936","1184706170021240832","<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Sociomedio Pro Telkomsel</a>","Telkomsel",0,FALSE,FALSE,NA,NA
