id;text;sentiment
7,04876E+17;@IndosatCare pagi udah ada balasan paket super internet 49k udah aktifKnp skrg malah gk terdaftar?Nanti pulsa utama saya ludes lg kyk smlm;Negatif
7,1343E+17;@Telkomsel iya saya udah 2x dapet tapi yang kedua kehapus ada solusi ga gan? yang ke dua tadi pagi kehapusnya;Negatif
7,2018E+17;@Telkomsel Udah 24 jam, tapi kenapa sinyal 4G-nya belum muncul?;Negatif
7,20181E+17;@IndosatCare kapan ya kartu saya dikirim ? Senin saya dapat telp katanya today tp sampai jam segini belom ada yg antar kartu saya;Negatif
7,20181E+17;@IndosatCare saya mau paket internet tpi balasanya transaksi sebelumnya belum dikonfirmasi;Negatif
7,08416E+17;@indosatcare sy sdh DM. Krn itu plsa sy sering hilang tnpa alasan yg jelas;Negatif
7,08417E+17;Dear @IndosatCare, tadi malem saya coba aktifkan paket M, tapi sampai sekarang masih belum aktif. Kenapa ya? tks #icareinfo;Negatif
7,26479E+17;Kecewaa berat nih.. padahal udah baper pengin beli paket internet itu 😌😌😌 @Telkomsel;Negatif
7,25696E+17;@Telkomsel knp nomor saya nga bisa di isi pulsa yah? 081291272168;Negatif
7,25696E+17;@IndosatCare Dari 2 hari lalu selalu d jawab tunggu. Sampai kapan????????;Negatif
7,25697E+17;@Telkomsel mohon infonya Dan tolong dicek kalau ga bs nelpon, sms, cek pulsa and inet kenapa ya;Negatif
7,25697E+17;@IndosatCare saya dpet sms akses *345#, tpi pas diakses kok unknown app ?;Negatif
7,27742E+17;@IndosatCare kalo GPRS nya di nonaktifkan tar sya gak bisa internetan dong. Klo bisa sya minta gntinya yg pket bb harian nya;Negatif
7,27742E+17;@Telkomsel kok tarif paket gaulnya naik lagi jd 65 ribu/4gb tuk wilayah jogja;Negatif
7,27743E+17;@IndosatCare infokan apa? saya udah jelasin banyak masalahnya di reply2 sebelumnya, jadi gimana ini masalah saya ?;Negatif
7,27743E+17;@indosatcare sinyal hsdpa kadang2 ilang,,masa mau browsing harus restart hp dlu biar koneksinya muncul kembali;Negatif
7,27743E+17;Isi pulsa @Telkomsel 4 hari ga masuk masuk. Ga jelas kenapa. CS cm buat laporan aja gak ada solusi.;Negatif
7,27743E+17;@IndosatCare iya trus gmna sama pulsa sya yg udh di ambil. Klo bisa gntiin sma pket bb harian lagi;Negatif
7,11883E+17;@Telkomsel simPATI min, masa tenggang kartunya kmrin min terakhirnya , hari ini aku isi pulsa kok gk msuk, tolong di folback min.;Negatif
7,11883E+17;@IndosatCare min saya mau isi pulsa lewat voucher kok gagal terus? Tolong di cek dong, no saya 085778108925;Negatif
7,11883E+17;@IndosatCare hmm ko ga bisa di dm ya...??;Negatif
7,11884E+17;@Telkomsel pake 4G kok google map nya ga bsa, makasi;Negatif
7,11884E+17;Mbak maaf .. Aku daftarin perdana simpati tapi d buat telfon ndag bisa ...itu kenapa ... Makasih @TelkomCare @telkomsel;Negatif
7,11884E+17;Tolong jaringan @telkomsel di surabaya lagi bermasalah beberapa hari ini, buat game/youtube susah butuh kesabaran tinggi.;Negatif
7,11885E+17;@indosatcare masih blm ada jg pengumuman #MainDapatAngpao ! katanya hari ini.;Negatif
7,11885E+17;@IndosatCare motong pulsanya cepet penanganannya lambat ya.. Hmm;Negatif
7,10322E+17;"@Telkomsel min, tgl 14 Maret kuota saya msh ada 499 MB tapi knp tgl 16 sdh habis? Pemakaian normal &amp; tdk dipakai download. Paket 4G 2+2GB.";Negatif
7,10323E+17;@Telkomsel gimana saya mau DM, mas aja blm followback sayaa.;Negatif
7,10323E+17;@Telkomsel Siang tsel...internet H+ bermasalah lagi ne;Negatif
7,10323E+17;@Telkomsel ini mbak, selalu gini kalo masuk https://t.co/ZDDbl7u8WR;Negatif
7,10324E+17;@Telkomsel tolong di cek no.081388431696 kuota mash ada tapi g bisa internet;Negatif
7,22985E+17;Min @IndosatCare tuk TRFpls apa gangguan dr td kok ga2l trus tx;Negatif
7,22986E+17;@IndosatCare jelekk bngett pelayanan cs indosat by phone nii..konsumen disuruh nunggu 15 mnit,dan info yang diberikan g falid dasarr!!;Negatif
7,22986E+17;@kennchiwa @Telkomsel males ah, ntar banyak jebakan betmennya. klo switch ke 3g otomatis potong pulsa kan? udah kenyang pulsa kesedot.;Negatif
7,22986E+17;@IndosatCare ,,surya,085739968916,kira2 semingguan, dari 25 rb sekarang tinggal Rp350;Negatif
7,22986E+17;@IndosatCare tapi di web nya kok ada ya mobile agent. gimana nih? update atau tdk info di web nya??!;Negatif
7,22986E+17;@IndosatCare min aku br saja aktifin paket ngobrol siang, tp kok kepotong 2x pulsanya, pls check. Nmr sdh DM;Negatif
7,22984E+17;@IndosatCare min blz dm q ea;Negatif
7,22987E+17;@IndosatCare min kuota mentari indosat yg 3blan sy hbs tgl 20/04/2016 saya sdh isi pls tp smpai skrng msh blm d prpnjang, mhn solusinya min;Negatif
7,22987E+17;@IndosatCare dm saya belum ad kabar ya;Negatif
7,22987E+17;@IndosatCare truss problem saya gman;Negatif
7,22987E+17;@IndosatCare ga bisa buat internet, di nomer temen 1 area jg sama.Telp CS dr yg gratis smp bayar ga ada solusi, skrg ditlp malah susah :(;Negatif
7,22987E+17;@Telkomsel min,paket telkomsel kok mahal2 bnget,kartu telkomsel yg baru ada sih murah,sy mw pakai intrnet dgn kartu yg udh lama sy pakai ini;Negatif
7,0997E+17;@IndosatCare tolong pasang jaringan im3 di muara sahunng di situ sudah ada tower bersama, tower tsb sudah terpasang 4 tahun yang lalu,;Negatif
7,0997E+17;@simPATI sinyal provider ini MAKIN NGENEKIN aja ya. Mahal doang sinyal jempol ke bwh, jgn kebnykan korupsi udeh mahal sinyal amburadul [];Negatif
7,09971E+17;@Telkomsel min dikampung saya jaringan telkomsel pake kartu simpati gak ada sinyal nya;Negatif
7,24096E+17;@indosatcare ini knp dari jam 4 pagi mo beli kuota internet ga bisa2? Jd terpaksa pake pulsa utama nih :(;Negatif
7,03123E+17;@IndosatCare tolong dong, saya pernah daftar ngobrol siang tapi sms pemberitahuannya jam 5. ya saya sudah gak bisa telpon lagi;Negatif
7,03123E+17;"@IndosatCare siang,ini ad mslh dgnt no im3. tdk bisa kirim sms, tp bisa terima sms&amp;telp , juga bisa menelpon. pulsa msh ada,ms aktf msh lama";Negatif
7,03123E+17;@Telkomsel saya kehabisan kuota saat sedang ada di Kupang NTT, pd saat beli paket flash kaget 2GB harga 95rb?? Kenapa mahal sekali?;Negatif
7,03124E+17;@Telkomsel @simPATI saya kehabisan kuota saat sedang ada di Kupang NTT, pd saat beli paket flash kaget 2GB harga 95rb?? Kenapa mahal sekali?;Negatif
7,03124E+17;1. MBanking141 dr telkomsel mencuri pulsa saya??? #PencurianPulsa. tolong bantu bang @fadjroeL;Negatif
7,03125E+17;@Telkomsel bs tlg dicek lg nomor saya? Masih gangguan dan tdk bs digunakan sama sekali;Negatif
7,03125E+17;@Telkomsel bukan hp saya aj bu, karna ruko di posisi gedung mall plaza atrium ... kalau bisa di pasang signal boster..;Negatif
7,03125E+17;@Telkomsel coba jlasin min knapa sya ngarep bgt nomor simpati buat di daftarkan paket sprti ini ? Tp gak prnh succes https://t.co/nP6jY4MGR9;Negatif
7,13743E+17;Tuker poin telkomsel dgn voucher belanja gramedia,expired tgl 28 maret tp ktnya lg gangguan,br bisa dituker tgl 29. Iki piye?? @Telkomsel;Negatif
7,13743E+17;@Telkomsel akses internet pak.. Tiap malam begitu;Negatif
7,13743E+17;@Telkomsel restart brkali2 ttp aja;Negatif
7,13743E+17;@Telkomsel kemarin, sering error tdk bs load gambar insta dan buka web, awalnya pake 4G trus krn lelet disarankan pake 3G only;Negatif
7,13743E+17;@IndosatCare aplikasi mycare kok error 500?;Negatif
7,13743E+17;@Telkomsel saya pake paketan mahasiswa. tapi tidak bisa di pake. tanda internet tidak ada. area jatim .;Negatif
7,13743E+17;@IndosatCare Senin aja saya ke galeri indosat blitar biar lbh enak kl komplin sambil ketemu cs nya langsung. Trims;Negatif
7,04701E+17;@Telkomsel yang menghubungi namanya langsung tertera TELKOMSEL min,dan dihubungin balik gak bisa.ada apa ya min?;Negatif
7,15386E+17;@Telkomsel untuk yg *999*232# kok ngga bisa ya min, tulisan nya hanya untuk simpati. Jadi simpati loop itu bukan termasuk simpati?;Negatif
7,15386E+17;@IndosatCare lalu pulsa saya yg 30ribuan itu apakabar? hilang kemana?;Negatif
7,047E+17;@Telkomsel min sim card saya kok sering tidak ada layanan ya ? Baru malam ini aja sih;Negatif
7,1603E+17;@indosatcare punya aku cuma 10gb 3g 10gb 4g min ga ada tamb 10gb;Negatif
7,16028E+17;@IndosatCare aktifin paket freedom L dapet kuota spotify. tapi pas lg pake aplikasi spotify, kenapa yg berkurang kuota utama nya ya min?;Negatif
7,16028E+17;@IndosatCare hari ini gw daftar lagi gak bisa min... 😭😭😭;Negatif
7,15387E+17;mas admin @Telkomsel kok wifi id saya gabisa ya?padahal ada bonus kuota wifi id.;Negatif
7,04701E+17;@Telkomsel harus kaya gitu tiap 5 menit ? RTO terus. padahal biasanya daerah saya lancar2 aja knp skr jd gini.;Negatif
7,04701E+17;"@Telkomsel;5 tahun berdiri menara telkomsel tapi sinyal nya belum 3G,alamat batanjung kalimantan tengah.";Negatif
7,04701E+17;@IndosatCare bila indosat cuma bisa begini penyelesaian, maka saya ucapkan terima kasihsaya tidak akan lagi menggunakan indosat kedepannya;Negatif
7,04702E+17;@IndosatCare saya itu anak ITdengan lihat fitur data usage saja sudah cukup untuk membuktikan bahwa saya tidak menghabiskan kuota 6Gb;Negatif
7,04703E+17;@Telkomsel MASA UDAH BANYAK YANG PERIKSA HARUS DI PERIKSA LAGI???EMANG PERLU BERAPA JUTA ORG YANG PERIKSA LAPORAN https://t.co/AAXba9XCur;Negatif
7,04703E+17;@Telkomsel sudah saya DM ya, kak, coba di cek -iman;Negatif
7,18989E+17;@Telkomsel ngisi pulsa di atm kena tambahan 1.500 ?? Dari dulu atau baru? Kayanya dulu engga deh. Atau saya yg baru sadar?;Negatif
7,18989E+17;@indosatcare sudah, mohn silahkan di cek;Negatif
7,18989E+17;"Hi @Telkomsel ticket no 253673347 &amp; 253675400 gimana kabarnya? Sudah 3x24 jam dan blom ada penyelesaian.";Negatif
7,18989E+17;@kemkominfo katanya kartu perdana harus di reg sesuai identitas, tapi kok dari telkomsel keluarnya sudah aktifan dari dealer;Negatif
7,18989E+17;@IndosatCare lagi2 saya spt sms seperti ini yang kemarin aja belum beres.. pas di cek di kuota ga ada.. https://t.co/mCnzNj4f0F;Negatif
7,18989E+17;"@indosatcare mhn di refresh 08568049023 jwbnya slalu paket sebelumnya blm dikonfirmasi pdhl sy blm maketin &amp; cek kuota tau plsa abis";Negatif
7,1899E+17;@telkomsel duh min masa' nunggu 1x24 ini kan paket wikenloop khusus hari minggu -_-,gak ada solusi lain kah min?;Negatif
7,1899E+17;@Telkomsel nope, we're using wifi for now (or maybe for every sunday). Thx for the chit-chat with me. This is useless.;Negatif
7,1899E+17;@IndosatCare udah saya udh krm nomor kmrin di DM yang itu jga blm selesai sekarang sya beli paket lg sudah ada sms bgtu..;Negatif
7,12097E+17;Ini udah 2 hari kerja. Dan sya tak tahu @Telkomsel kerja apaan ?? Internetmu loh mas.Perbaiki lah.Dgn sangat memohon https://t.co/tecqnmAkxn;Negatif
7,18867E+17;min cek dm,ko gadibales yah? @Telkomsel;Negatif
7,12098E+17;@Telkomsel aktivasi paket bbm udah berhasil kok gak bisa dipakai bbm yaa?;Negatif
7,12097E+17;@Telkomsel masih blm bsa min;Negatif
7,12097E+17;@Telkomsel next time aja ya.. lagi sibuk..;Negatif
7,12097E+17;@indosatcare berharap tdk ada pembagian jaringan;Negatif
7,18867E+17;@Telkomsel maaf, saya online nya pake laptop, hp nya sy pkai theatring, buka youtube jg kadang nyendat, ya sudahlah,,,,;Negatif
7,18867E+17;@Telkomsel min kok beli paket internet ga ada balesannya sih.;Negatif
7,18867E+17;@Telkomsel maaf ,,, kalau sudah merepotkan kawan2 telkomsel smua...;Negatif
7,18867E+17;@IndosatCare tetep ka susah sinyal ngeload apa aja lama;Negatif
7,18868E+17;@telkomsel bisa cepat gak sih?;Negatif
7,18868E+17;@telkomsel min, kuota mds kok gak muncul pdhal uda jm segini;Negatif
7,24617E+17;@IndosatCare iya min udah melebihi kok. Tpi setiap dicoba selalu muncul tulisan sms verifikasi akun tidak dapat dilakukan itu kenapa ya?;Negatif
7,24617E+17;@IndosatCare : iya sudah sy terima. Tp sy tdk puas dgn jawabannya.;Negatif
7,24616E+17;@IndosatCare : jgn bicara soal hak kalo ga dibarengi sm kewajiban (tanggung jawab) ya!!;Negatif
7,24617E+17;Oke @IndosatCare, cuma kendala jaringannya belum teratasi smpai skrg. Kpn jaringannya normal? Apa tiap mlm bkln kyak gni?;Negatif
7,24617E+17;@IndosatCare :memberikan jawaban yg tidak mempedulikan kondisi/efek yg yg ditanggung oleh customer! Kosong tuh jawabannya!;Negatif
7,24618E+17;@IndosatCare : untung sy ga pernah niat pake indosat lagi!;Negatif
7,30338E+17;@Telkomsel Baiklah dek minin Putry. Aku kan mencoba. Kan sayang bonus kuota Wifi dicuekin aja. Km juga ga mau kan diceukin? Tengkyuh... :);Negatif
7,062E+17;@Telkomsel ada sms paket sukses, tp g sdar blm dpt kuotanya jd pulsa utama kpake Pas sadar plsa udh 0 ?? kuota telat, msk 2 jam slanjutnya;Negatif
7,0614E+17;@IndosatCare knpa super wifi kawasan Sabang-Kebon Sirih JakPus ga bisa2, lagi Percuma donk. Mhon perhagianya;Negatif
7,0614E+17;lagi2 dapat telpon penipuan yang mengatasnamakan @Telkomsel , no penelpon ga bisa di block ya, ini no nya 081222504846;Negatif
7,0614E+17;@Telkomsel knp ya koneksi internet telkomsel lelet, mau download apps di google play pun gagal terus.;Negatif
7,06141E+17;@Telkomsel tp bulan llu sya msi bsa subscribe min, smpe kpan y kyk gni?;Negatif
7,06141E+17;@Telkomsel gak tuh. Ganti device. Dari BB ke android. Tetap EDGE / 2G. Tadi siang di Grapari BEC. Serius harus bayar?;Negatif
7,06142E+17;@Telkomsel knp ya koneksi internet telkomsel lelet, mau download apps di google play pun gagal terus. ??;Negatif
7,06142E+17;@Telkomsel Dari sore ini. Td hbs motong sim card reguler jd microsim. Terus habis itu sama sekali ga dapet sinyal https://t.co/18VvVqUUga;Negatif
7,06142E+17;@Telkomsel sudah dicoba restart. Sim card nya jg udah dicoba dilepas terus pasang lagi. Tetep nggak bisa;Negatif
7,08522E+17;@Telkomsel dulu no tiba2 hangus. Masa ini hangus lagi?;Negatif
7,08522E+17;Turnsout i am still charged for what I cannot enjoy! Duh! @IndosatCare @bangodotcom https://t.co/mkeuN5bFcL;Negatif
7,08522E+17;PENYAKIT @TELKOMSEL MUNCUL LAGI UJUG2 MATI GA ADA SIGNAL.;Negatif
7,08522E+17;@e100ss Telkomsel di daerah Perak spertinya gangguan ya;Negatif
7,08522E+17;@Telkomsel ok makasih infonya kak soalnya barusan dr @CGVblitz j-walk mau redeem poin ditolak bilangnya cuma buat member baru :(;Negatif
7,08521E+17;@Telkomsel ok makasih infonya kak soalnya barusan dr @CGVblitz j-walk mau redeem poin ditolak bilangnya cuma buat member baru :(;Negatif
7,08522E+17;Jika telp segini MAHALNYA?? kpn kita maju kalo komunikasi saja mahalnya amit2. @telkomsel https://t.co/eiiQ5ufLqH;Negatif
7,09344E+17;@IndosatCare ini bukan sih? Refresh coba dm nya ini udah dua kali dm https://t.co/F2xd9I993g;Negatif
7,02859E+17;@Telkomsel saya sudah daftar paket bb full service tp kok pulsa masih terpotong ya?;Negatif
7,02859E+17;@Telkomsel gak tau min pake paket unlimit path kuota utama kepotong. Ini pake 4g udh di jaringan 4g gitu jg. Gak jelas gak Ad solusi;Negatif
7,02859E+17;Mengganggu sekali sich @IndosatCare sms gateway ini...sy pake pascabayar https://t.co/NOzWWV0z3U;Negatif
7,2378E+17;gimana sih ni telkomsel saya lgi minta tolong tpi gak di carikan solusi lwat dm, katanya nmr saya mau di cek tpi gak ada respon @Telkomsel;Negatif
7,02859E+17;@Telkomsel brusan dicoba msh tambah parah. Skr pake kartu lain drpd nunggu jaringannya muter2.;Negatif
7,0286E+17;Bad connection @Telkomsel atkarawang syalalala;Negatif
7,08337E+17;Ah, pusing gw dr td main royal clash kalah mulu gara2 lelet. Sinyal @IndosatCare @IndosatOoredoo bapuk nih;Negatif
7,08337E+17;@Telkomsel sudah saya lakukan tapi tetep nggak bisa verify. no nya 0812 8948 2346;Negatif
7,29497E+17;Dikibulin Indosat @IM3Ooredoo Ambassador Mall. Ganti simcard mnjadi nano simcard sejak 2/5/2016 hingga kini card lama msh on, nano msh off;Negatif
7,0286E+17;@Telkomsel bkn itu nmr hp saya yg satu lg min. Klo di restart msh sma aja pegimanah?;Negatif
7,08337E+17;@Telkomsel saldonya bisa balik atau hangus??aku baru banget isi 50rb dan hilang tcash nya, aku udh beli sticker lg, ini ke 3 yg aku beli.;Negatif
7,08337E+17;@IndosatCare Please, segera follow saya. Saya mau lapor tindak penipuan menggunakan no.indosat! Thanks;Negatif
7,29497E+17;@IndosatCare Sdh dicoba utk mematikan hp,mengeluarkan kartu tp msh blm berhasil.;Negatif
7,29497E+17;@IndosatCare tgl 8 sisan limit msh 110rb. pagi ini sisa limit tinggal 46rb. pdhal data saya on off in gak sll on.;Negatif
7,08337E+17;dear @Telkomsel aplikasiNya masih error tuh buat #mytelkomsel : saya tagih ya kalo kuota udah abis https://t.co/Rmcbgb4OBg;Negatif
7,17276E+17;Halooo @indosat_care @IndosatOoredoo kenapa replace kartu malah tdk bs digunakan? Sudah balik 2x ke galeri indosat disuruh tunggu ?;Negatif
7,08339E+17;@IndosatCare Ini bukti pemakaiannya. Kamu bisa kasih penjelasan gak, sisanya kuota data 900mb itu kemana? https://t.co/ObiSFPO3FS;Negatif
7,17277E+17;@IndosatCare 557*8 hanya untuk sisa kuota bukan masa berlaku;Negatif
7,17277E+17;Dear @IndosatCare kenapa replace 4G malah kartu saya tdk bs dipakai? Sudah 2x balik ke gerai indosat suruh nunggu! Pdhl ini nomer penting!;Negatif
7,17277E+17;@Telkomsel muncul kaya gini, tadi Barusan pas daftar https://t.co/TmbmiEdmBa;Negatif
7,17277E+17;@IndosatCare @IndosatOoredoo JADI GIMANA DONG? KAPAN SOLVE NYA?;Negatif
7,17276E+17;@IndosatCare saya dpt free service ganti krtu bru dg no pulsa dan kuota yg sma, sinyal jg udh 4g tp knp saya msh ga bsa cek kuota yaa?!!!;Negatif
7,17278E+17;@IndosatCare seperti ini mas klo di paksa Wcdma .. https://t.co/La5eOHgKrV;Negatif
7,08073E+17;@IndosatCare jaringan lama banget -_-;Negatif
7,08074E+17;@Telkomsel sudah lebih 3 hari tapi belum ada laporan sudah bisa keluar komunitas;Negatif
7,08075E+17;@telkomsel apakah bisa dibantu id laporan laporan saya sebelumnya dikirimkan via DM.;Negatif
7,25292E+17;Sinyal makin jelek ?@Telkomsel;Negatif
7,14976E+17;@Telkomsel saya sdh email ke cs@telkomsel.co.id tp balasan email sy blm teregistrasi. Link yg diberikan utk registrasi ga bs dibuka;Negatif
7,14976E+17;Biar nyampe pesennya @ndon08: Banyak banyaklah berbuat utk masyarakat,tetapi jgn mengharapkan imbalan / pencitraan utk simpati cc : @jokowi;Negatif
7,14975E+17;@telkomsel met pgi , knfa masalah di nomor saya tdk selesai trus malahan sekarang *100# jga gx bsa d akses;Negatif
7,14975E+17;@Telkomsel pket flash telkomsel free wifi sepertinya tdk bermanfaat,beli paket flash mahal 87.500 2GB+4GB 4G+1GB Wifi yg kepake cm 2GB payah;Negatif
7,0244E+17;@indosatcare ini kenapa saya dari tadi pakai wifi tapi kuota saya berkurang sebanyak 58 MB ? kepakai buat apa ?;Negatif
7,19423E+17;@IndosatCare lho kok habis min, padahal sy baru isi ulang paket data min, serial number vouchernya 33294762 . paket data yg diisi 11 Gb;Negatif
7,25293E+17;@Telkomsel tgl26? jd txn top up hari ini tgl 27 (td siang) ga berhasil yah?;Negatif
7,25293E+17;@IndosatCare @IndosatOoredoo @ganjarpranowo jaringan Indosat di Ds. Babalan Kec. Wedung Kab. Demak Jawa Tengah parah g ada sinyal...;Negatif
7,25293E+17;@IndosatCare paketan saya kok gak bisa ya.3gb sinyal paketan udah nyala tapi gak bisa di pake. 085810991360;Negatif
7,25293E+17;@IndosatCare saya baru daftar paket internet yang 2gb/40 ribu namun paket saya tidak aktif,tetapi pulsa saya sudah terpotongmakasih min;Negatif
7,0244E+17;@Telkomsel di Bandung, iya itu nomernya, udh di coba tetep gak bisa;Negatif
7,02441E+17;@Telkomsel baru bisa nih, Simpati emang suka error ya kalo siang?;Negatif
7,02441E+17;@Telkomsel udah direstart min msh gabisa terus masih sama;Negatif
7,02442E+17;@Telkomsel o tlp yg anda tuju tidak dapat dihubungi dan bukan cuma ke nomor telkomsel.;Negatif
7,02441E+17;@Telkomsel dan sekaran no telkomsel saya tdk busa tlp keluar. Sdh coba tlp ke beberapa no telkomsel lainnya bahkan XL tapi responsnya adalah;Negatif
7,02441E+17;@telkomsel sampai kpn ? , sy driver gojek klo telkomsel msh gangguan yaa sy gigit jari melihat driver2 lain bw order .. Thanks;Negatif
7,02441E+17;@telkomsel selamat sore sy mau tanya nmr simpati sy sejak td siang tdk bisa kirim sms tlp internetan dll pdhl saldo msh ada. Mhn infonya thx;Negatif
7,02441E+17;@Telkomsel sinyal penuh,tapi internet ngadat mulu,gimana gak emosi tiap hari kayak gini terus,,;Negatif
7,0244E+17;Sy kok ga bisa isi ulang pulsa dan ngecek pulsa ya? @simPATI @Telkomsel;Negatif
7,02443E+17;@Telkomsel sudah coba airplane, restart hp, ganti layanan 2g, manual search network, tetep ga bisa. (1/2);Negatif
7,02442E+17;@Telkomsel knp ya simpati saya tidak bisa digunakan? mau cek pulsa dan cek sisa kuota juga gabisa balasan smsnya selalu sistem sdg sibuk?;Negatif
7,02442E+17;@Telkomsel min, sama sy juga ga bisa cek pulsa, telp,sm sms nih..lama banget gangguannya..;Negatif
7,02442E+17;@Telkomsel min, saya pake As kok ga bisa cek pulsa cek sisa kuota sama internetan ya? Lokasi Sleman.;Negatif
7,02442E+17;@Telkomsel di dalam ruangan. Tapi kalo udah malam internet spt mati.;Negatif
7,02442E+17;@Telkomsel sampai mengecek pulsa jg gk bisa ya min ? Sinyal jga naik turun;Negatif
7,02442E+17;Hi @Telkomsel saya mau tanya kenapa saya gak bisa cek pulsa, isi pulsa dan melakukan panggilan keluar ya? Terima kasih.;Negatif
7,02442E+17;@Telkomsel min pulsa saya ketarik 20rb padhl saya gapake apa2 tb2 dpt sms kalo pulsa saya sisa 998 perak-_-;Negatif
7,13037E+17;udah paketan bulanan masih ad 1gB beli pulsa 100rb knpha k potong 4rb yakk?? @IndosatCare;Negatif
7,13036E+17;Td sore saya beli paket internet Im3 tp sampai skrg kok gagal connect terus. Kenapa ya? @IndosatCare;Negatif
7,13036E+17;@Telkomsel harus nya di awal dikasih tau mas, biar gak kecewa setelahnya, lagian di web Telkomsel juga gak ada keterangan gak bisa kembali;Negatif
7,02443E+17;@Telkomsel min tolong bantu nomor saya gak bisa, cek pulsa, cek kuota gak bisa internet, cuma bisa panggilan masuk. tolong solusi;Negatif
7,02443E+17;@Telkomsel aplikasi gratis min.tp itu biaya daftar vip .pulsa sdh kepotong tp status nya masih d tangguhkan;Negatif
7,14781E+17;onyet nyebelin ihhh ?????? @ Indosat M2 https://t.co/79tw3bSSkS;Negatif
7,14782E+17;@IndosatCare Help..! nomer 85778202183 Hari ini sudah berhasil membeli paket (2) tetapi tidak dapat digunakan (3) https://t.co/o1A5hHr2VF;Negatif
7,14781E+17;"@IndosatCare permisi; admin; mau tanya. Sedang ada gangguan jaringan ya? Kok saya gak dapet balesan tentang info kuota dari *123#?";Negatif
7,13038E+17;@Telkomsel mau tanya dong kenapa sih masa aktif nya cepet banget abis? ngisi pulsa 5rb cuma dapet 5 hari? padahal gak tiap hari nelpon/sms;Negatif
7,13037E+17;"@Telkomsel harusnya diawal dikasih tau min; di web jg gak ada kettnya; terus terang aja saya kecewa; masak Telkomsel infonya tdk transparan.";Negatif
7,02572E+17;Tetap ga bsa? Ketentuannya apaan? @Telkomsel: @garry_love_love Pagi. Bonus telepon berlaku untuk panggilan ke sesama Telkomsel dan berbatas;Negatif
7,0257E+17;@Telkomsel napa sya tidak bsa gunakan bnus teleponnya. Apa ini penipuan!! https://t.co/ax0WnKgNgJ;Negatif
7,02569E+17;"@telkomsel kenapa tidak bisa pakai paket yang di dial *550*790# ? Padahal kartu sudah aktif sejak 2010 ; temen saya baru pake 2014 bisa";Negatif
7,02569E+17;@Telkomsel [2/3] cust care sudah konfirmasi hal itu terjadi n hanya mengganti 1 paket. keberatan hanya diganti paket 1x cc @MediaKonsumenID;Negatif
7,0257E+17;"@Telkomsel [3/3] Sedangkan saya sdh lama memakai n saat ini masih berjalan tdk sesuai promo; sampai skrg blm ad respon cc @MediaKonsumenID";Negatif
7,14782E+17;"@IndosatCare tolong no ini 085642459050 kok buat internet ngak jalan; sinyal bisa H+ kuota masih padahal; tolong solusinya";Negatif
7,14782E+17;"@IndosatCare daerah sekitar Poris dan Tanah Tinggi; sinyal Indosat boro boro 4G... Cuma dapat 3G 1-2 bar";Negatif
7,0834E+17;"@Telkomsel @kartuHalo @kartuHaloTSEL nomor hp saya tdk bs digunakan di Bangkok; knp ya? Tdk dpt connect ke network; sudah 4 hari";Negatif
7,0834E+17;"@IndosatCare Halah.. Percuma ajalah lapor. Gak ada solusi;gak info yg jelas! Kuota hilang dirampok! Smoga cuma sya yg alami ini. @YLKI_ID";Negatif
7,0834E+17;"2 hari ini jaringan @Telkomsel sangat kacau tp mau melapor ke mn ya...pengalaman mlpr;admin cuma sarankan restar;cb ke hp lain;set ulg jrgn";Negatif
7,14097E+17;"@Telkomsel kenapa lagi sih? cek pulsa ga bisa; isi pulsa ga bisa.. udah 2 hari begini terus..";Negatif
7,25025E+17;"@Telkomsel jelek sekali jaringan internet d rmh saya. Padahal udh tengah malam;bad banget. Kenapa?";Negatif
7,24582E+17;@Telkomsel sy kecewa trhdp tsel..kuota sy 27000mb 4g.dan 234xx wifi..mn bs sedang ini daerah blom ada jaringan 4g nya dan wifi..maksi;Negatif
7,10143E+17;"Duh gregetan sama @simPATI masa dikuningan jawabarat blum ada jaringan 4G tp dicirebon udah sih; kouta 4G numpuk tp gak kepake -.-";Negatif
7,10143E+17;"Duh gregetan sama @simPATI masa dikuningan jawabarat blum ada jaringan 4G tp dicirebon udah sih; kouta 4G numpuk -.-";Negatif
7,10143E+17;"hari ini sengaja paketin harian buat ganti template blogger dan theme wordpress.sayangnya; dri pagi sampe skrg hnya kepake 3MB@indosatcare";Negatif
7,10142E+17;@simpati BAD SIGNAL!!;Negatif
7,10142E+17;@Telkomsel my telkomsel terbaru masih belum bisa untuk pengguna kartu halo di iOS tuh;Negatif
7,10143E+17;@Telkomsel berarti memang belum bisa untuk pelanggan kartu halo di iOS?;Negatif
7,08342E+17;"@Telkomsel td sudah dicoba; tp balasan smsnya maaf nomor ini masiih terdaftar sebagai pengguna tcash gitu???";Negatif
7,25469E+17;@Telkomsel ka mau nanya dong pket midnight saya kok mati2 terus ya internet nya pas dipake tethering :( saya pke loop.. network error terus;Negatif
7,02918E+17;@Telkomsel jadi tidak di aktif kan seperti *363# ya min?;Negatif
7,02917E+17;"@Telkomsel Berarti kalo sy ada sisa pulsa sinyal semakin bagus gtu mas; tpi di simpati saya ada sisa pulsa kenapa hasilnya tetap sma mas?";Negatif
